No artikel;Q1_Medium;Q2_Krant;Q3_Inspectie;Q4_Kop;Q5_Datum;Q6_Grootte;Q7_Toon;Q8_Person;Q9_Conflict;Q10_Sensatie;Q11_Internationaal;Q11_Rijk;Q11_Provincie;Q11_Gemeente;Q11_Waterschap;Q11_Toezichthouder;Q11_Politiek;Q11_Advocaat;Q11_Privaat;Q11_Burger;Q11_Onderzoeksinstituut;Q11_Media;Q11_BNer;Q11_Stichting;Q11_Belangenvereniging;Q11_Overig;Q12_Internationaal;Q12_Rijk;Q12_Provincie;Q12_Gemeente;Q12_Waterschap;Q12_Toezichthouder;Q12_Politiek;Q12_Advocaat;Q12_Privaat;Q12_Burger;Q12_Onderzoeksinstituut;Q12_Media;Q12_BNer;Q12_Stichting;Q12_Belangenvereniging;Q12_Overig;Q13_Blaam;Q14_Reactie;Q11_Overig_Antwoord;Notitie?
6;2;7;3;"Nieuwe kartelwaakhond moet tanden tonen; Als Autoriteit Consument en Markt publieke belangen gaat meewegen, brokkelt de kwaliteit van toezicht af";09.10.2012;549;1;1;1;2;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;;
62;1;0;4;Waakhond;09.10.2017;350;1;1;1;2;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;;
57;2;7;3;Toezichthouder ACM moet zich kritiek aantrekken;09.10.2018;416;1;1;2;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;;
236;1;0;1;Mensen schrikken echt van listeriaschandaal;09.10.2019;629;2;1;1;1;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
217;1;0;3;Criminele webship Neckermann zet kwaad bloed bij klanten: 120 aangiftes;09.10.2019;1086;1;2;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;
373;1;0;3;Keurmerk tegne agressieve verkoop energie is lachtertje;09.10.2019;275;1;1;1;2;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
290;1;0;4;Lekkages bij negen oude zoutputten Akzo;09.11.2016;270;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
31;1;0;1;Jonge TikTok-influencers slinks benaderd door vapesverkpers;09.11.2022;856;1;1;1;2;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;;
251;1;0;1;NVWA stak stokje voor transport;09.11.2022;384;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
280;1;0;4;Waarom zo laat ingegrepen?;09.12.2011;613;2;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"Vereniging van Eigenaren (VvE); Bouw- en Woningtoezicht";
367;2;2;5;Wel of geen woningen rond Stadhuisplein;09.12.2017;696;2;1;2;1;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
23;2;6;3;Energieboeren laten zzp'er meer met rust;09.12.2019;432;3;2;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
423;1;0;2;Provincie zet Tata Steel mes op de keel: nu milieu-investeringen;09.12.2020;560;1;1;2;2;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
2;1;0;3;Netbeheerder Westland Infra blij, want boete is van tafel;09.12.2020;202;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;;
3;1;0;1;Slachterij in Twello krijgt waarschuwing van NVWA;09.12.2021;503;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;;
231;1;0;1;Verwaarloosde cavia's vinden onderdak bij Flappus;09.12.2021;342;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
340;2;3;4;Twentse grond is de afvalput van de NAM;09.12.2021;932;1;2;2;1;0;1;0;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;;
113;1;0;2;Inspectie tevreden over kwaliteit Nederlands drinkwater;09.12.2022;274;3;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
296;2;9;3;Reclame door zorgverzekering is dat wel zo effectief?;09.12.2022;1012;1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
403;1;0;1;Protest tegen dierproeven bij universiteti;10.01.2014;275;2;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
269;1;0;3;Rendo naar rechter om boete van 1.6 miljoen;10.01.2015;266;1;1;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
30;2;5;4;Gas ging boven veiligheid';10.01.2015;340;1;1;2;2;0;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;;
37;1;0;4;Alleen winst telde bij gas' ;10.01.2015;183;1;1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;;
421;1;0;8;Mkb weet weinig van stengere privacyregels;10.01.2018;141;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
355;1;0;5;Stikstof meten met buisjes in Schiedam;10.01.2019;634;2;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
12;2;5;3;Hoeveel is een leven waard?;10.01.2019;738;1;1;1;2;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
337;1;0;3;Rotterdammer duurder uit met stadsverwarming;10.01.2022;592;1;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;
319;2;3;4;Deskundigen: risico's gasopslag beperkt;10.02.2011;489;2;1;1;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
434;2;2;1;Terwijl dierenpolitie toekijkt poept de hond op het laminaat Een middag op pad met de dierenpolitie in Gelderland;10.02.2012;1452;2;2;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Dierenpolitie;
98;1;0;1;Etiketten op voeding misleidend;10.02.2014;326;1;1;1;2;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
410;2;2;3;Balletje-balletje in reddingsoperatie van TSN;10.02.2016;779;2;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
227;1;0;3;Kosten drijven prijs pillen op;10.02.2017;483;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
238;1;0;2;Schiphol niet veilig genoeg om te mogen uitbreiden;10.02.2020;824;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;
345;2;3;8;De racist moet uit het voetbal;10.02.2020;1000;2;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
14;1;0;3;Rechter handhaaft boete Schadenberg rechtbank West-Fries dakdekbedrijf meot achttien mille betalen wegens concurrentievervalsing;10.02.2022;482;2;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
408;1;0;3;Boete voor misleidende bedankjes voor puzzelabonnementen;10.02.2022;271;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
364;1;0;2;Gezocht: brokkenpiloot;10.03.2015;1033;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;Politie;
237;1;0;4;Inspectie: gasput Langezwaag sluiten;10.03.2017;284;2;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
85;1;0;3;VVD in Kamer wil oplossing voor ruzie ligtarieven Hellevoetsluis;10.03.2018;276;2;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
132;1;0;8;Onderzoek camera's in sauna's;10.03.2018;263;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
72;1;0;4;Groningen moet voorrang krijgen';10.03.2018;309;2;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
211;1;0;2;Illegale tacichauffeur bij controle aangehouden in Berkel-Enschot;10.03.2020;209;2;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
400;2;7;1;OM eist anderhalf jaar cel tegen eigenaren Chickfriend in fipronil-affaire;10.03.2021;819;2;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
388;1;0;2;RvS: De Rooy controleert niet goed op rusttijden;10.03.2022;329;1;1;2;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;;
41;2;4;1;Veel kippenstallen nog steeds geblokkeerd;10.04.2018;506;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Fipronil Meldpunt Gelderse Vallei;
221;1;0;8;Veiligheid websites woningcorporaties matig;10.04.2018;455;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
213;1;0;1;Honden en katten vaker ingezet als proefdier;10.04.2019;142;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
378;1;0;1;Dioxinezalm evenopdemarkt;10.05.2013;129;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
336;2;6;2;ArkeFly slaat alarm over gifsyndroom;10.05.2013;451;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
56;2;8;4;Onafhankelijke studie naar gaswinning;10.05.2017;261;2;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Nationaal Coordinator;
368;2;2;4;Ollongren betreurt uitspraken NAM-directeur over huizenversterking Groningen;10.05.2021;334;1;1;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
446;2;6;1;Dierenarts uit regio Eindhoven verdacht van vervalsen papieren bij louche puppyhandel;10.05.2022;328;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
242;1;0;5;Hsl-brief Eurlings stemt Langsingerland gerust;10.06.2010;275;2;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
22;1;0;5;Nieuwe wasemkappen tegen stank in Markthal;10.06.2017;247;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
373;1;0;8;Overheid weet dan 24 uur per dag waar iedereen is';10.06.2020;723;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;
390;1;0;8;Ombudsman: Discriminatie sluipt er zo makkelijk in;10.06.2020;1341;1;1;1;2;0;1;0;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Nationale ombudsman;
368;1;0;3;Eerst bijbetalen, dan pas huurauto mee;10.07.2015;586;1;2;1;2;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
43;1;0;1;Dit mag dus niet… wie zegt dat eigenlijk;10.07.2020;583;2;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
45;2;2;3;ACM creert ruimte voor groene kartels Groen herstel;10.07.2020;1044;2;1;2;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
216;1;0;3;Reizen in de Randstad kan met een app;10.07.2020;127;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
303;1;0;5;Vress voor meer herrie uit haven;10.08.2014;371;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
203;2;5;8;School loslippig over leerlingen;10.08.2016;440;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
47;1;0;1;NVWA liet fiproniltip liggen;10.08.2017;353;1;1;2;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;
364;2;9;1;Tweede Kamer wil opheldering over eiercrisis;10.08.2017;458;1;1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
415;2;4;4;NAM ging boekje flink te buiten;10.08.2017;106;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
10;2;4;3;Misleidende energieverkopers richten zich op kwetsbare slachtoffers, boeven zijn nauwelijks te volgen;10.08.2021;800;1;2;2;2;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;;
9;1;0;2;Geen bewijs van eigendom? Jacht aan de ketting;10.08.2022;476;1;3;2;2;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
415;1;0;1;Onderzoek dioxine-eieren;10.09.2013;386;2;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;GGD;
162;2;2;3;Toezicht is pavlovreactie';10.09.2013;956;1;1;1;2;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
293;1;0;2;Vliegveld Drachten op last van inspectie opgeknapt;10.09.2016;309;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
409;1;0;3;ACM waarschuwt voor louche abonnementen;10.09.2016;190;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
319;1;0;8;Gevoelige informatie op straat?;10.09.2016;552;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;IBD;
51;2;7;4;Akzo in Twente onder toezicht;10.09.2016;121;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
235;2;7;3;Apple kiest tegenaanval en daagt Fortnite-maker Epic voor rechter;10.09.2020;565;1;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
207;2;2;4;Wat deed Kamp? Hij was vooral passief;10.09.2022;910;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Parlementaire enquete commissie;
221;2;3;4;Nooit heben we besproken: de gaskraan flink opendraaien?;10.09.2022;1154;2;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
263;1;0;4;Staatskas vol geld uit gas;10.09.2022;574;1;1;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
294;2;2;3;Goederenvervoer wil meer ruimte op spoor;10.10.2014;560;1;1;2;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
165;1;0;2;Pilotenkeuring was een farce;10.10.2015;554;1;1;2;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
160;1;0;3;Nummers raken op;10.10.2015;583;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
54;1;0;4;Aardwarmte veilig: welles-nietes;10.10.2017;598;1;1;2;2;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
246;2;4;2;Bij Ryanair maakt een claim weinig kans;10.10.2018;493;2;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
3;1;0;5;Milieutaken drijven kosten op;10.10.2018;417;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
190;2;2;2;Geen plek voor vuurwerktest;10.10.2019;482;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
255;1;0;5;Bedrijven bekritiseren stofstudie van TNO rond Hoek van Holland;10.10.2020;301;1;1;2;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
242;1;0;1;Zeven aanhoudingen voor illegale slacht;10.11.2011;101;2;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
249;1;0;3;Toezichthouder pakt verhuurmakelaar aan;10.11.2015;229;2;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
355;1;0;4;Bij wie moet je zijn over duizend jaar?;10.11.2015;1105;2;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
354;2;7;2;We zijn de honden van de Europese arbeidsmarkt;10.11.2017;1347;1;3;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
144;1;0;8;Drie nieuwe digitale schermen op station;10.11.2017;275;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
247;1;0;8;Webshops laks met gegevens;10.11.2017;596;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;
84;1;0;2;Spooroorlog over verbinding Maastricht-Luik;10.11.2018;561;1;1;2;2;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
321;2;4;8;'Gestolen data zijn veel erger dan een gestolen fiets';10.11.2020;1768;2;1;1;2;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Nationale ombudsman;
104;2;8;3;Energieleverancier Enstroga valt om;10.11.2021;318;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
392;2;4;3;Ook energiebedrijf Enstroga valt om door hoge gasprijs;10.11.2021;320;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
21;1;0;8;Alarm om risico's van 'massasurveillance';10.11.2021;479;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
411;1;0;2;Veel vaker zelfdoding op spoor;10.12.2012;155;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
403;1;0;5;Vraagtekens bij vergunning Shtandart;10.12.2013;150;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
242;1;0;2;Rus' mag nog altijd niet weg;10.12.2016;355;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
62;1;0;3;Klagende klant moet zelf ook gedrag veranderen;10.12.2019;550;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
24;1;0;1;Tabaksfabrikanten geven miljoenenpremies aan spuers;10.12.2020;451;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
27;2;2;2;Hoe moet het nu verder met Schiphol;10.12.2021;1801;1;1;2;2;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;1;;
250;2;6;5;Dertien plekken erg verontreinigd;11.01.2011;188;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
342;1;0;1;Misvormde schapen nu ook in Leiden;11.01.2012;208;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
23;1;0;4;Zwaarte aardbeving blijft onzeker;11.01.2014;276;2;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
387;1;0;4;De bel, voorspellingen en de grote klap;11.01.2014;1961;1;1;2;2;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
278;1;0;1;Weer kogelgat in ruit van een eetcafé aan de Kamp;11.01.2019;503;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"UWV; politie";
208;1;0;1;Frankrijk: Nederlanders betrokken bij paardenvleesschandaal;11.02.2013;348;2;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Criminelen;
413;1;0;1;Paardenvlees via Nederland in Britse supers;11.02.2013;408;1;1;1;2;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
417;2;7;3;"Kamp moet de waakhonden weer aanlijnen; Ongelukkig samengaan tot supertoezichthouder Autoriteit Consument en Markt kan nog worden gestopt";11.02.2013;585;1;1;1;2;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
29;1;0;4;Weinig vertrouwen in adviezen SodM;11.02.2015;512;1;1;2;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;;
193;1;0;5;Overlast winkel en windmolen;11.02.2016;407;2;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie, brandweer;
339;1;0;3;Gek dat niemand zich druk maakt';11.02.2017;473;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
24;1;0;3;Scherper toezicht op energiecontract zzp'er;11.02.2019;412;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
